flood_hazard_zone_tier,zone_cluster_id,platform,delivery_baseline_30d,income_baseline_weekly,enrollment_week,season_flag,open_meteo_7d_precip_probability,activity_consistency_score,tenure_discount_factor,historical_claim_rate_zone,weekly_premium
low,11,zomato,358.39,1969.94,8,SW_monsoon,0.7314,0.9724,0.9242,0.0617,54.06
low,20,swiggy,251.95,1481.45,19,SW_monsoon,0.2952,0.67,0.85,0.1374,49.0
high,9,swiggy,285.05,1901.74,52,dry_season,0.1284,0.5548,0.85,0.1958,49.0
low,5,swiggy,240.48,1334.22,11,heat,0.6857,0.86,0.8853,0.0863,49.0
high,10,swiggy,260.22,1776.67,43,NE_monsoon,0.4222,0.7253,0.85,0.1798,49.0
high,2,swiggy,256.01,1772.28,14,dry_season,0.3995,0.7632,0.8616,0.2407,49.0
low,7,zomato,386.43,2193.37,35,heat,0.5047,0.8304,0.85,0.0377,49.62
high,2,swiggy,178.5,1248.11,34,NE_monsoon,0.2808,0.8315,0.85,0.1928,49.0
medium,17,zomato,319.77,2091.02,41,NE_monsoon,0.7092,0.4331,0.85,0.1552,49.0
medium,18,swiggy,299.37,1996.78,38,heat,0.58,0.8736,0.85,0.0389,49.0
medium,2,swiggy,157.89,1065.38,41,dry_season,0.8626,0.6518,0.85,0.1783,50.97
medium,5,zomato,268.4,1619.23,2,dry_season,0.6579,0.8914,0.956,0.0998,49.0
medium,15,zomato,283.93,1679.95,9,SW_monsoon,0.147,0.8001,0.9138,0.1008,52.57
high,8,zomato,318.35,2202.04,51,NE_monsoon,0.1394,0.7266,0.85,0.1709,49.0
medium,18,zomato,222.79,1451.22,22,dry_season,0.1346,0.592,0.85,0.1261,53.45
high,3,zomato,173.55,1056.65,48,heat,0.2571,0.7795,0.85,0.2007,49.0
low,9,swiggy,323.39,1859.71,17,heat,0.8159,0.9031,0.85,0.0805,50.09
low,3,swiggy,221.06,1286.32,37,SW_monsoon,0.4652,0.5984,0.85,0.069,49.0
medium,13,zomato,320.9,1905.64,14,heat,0.4381,0.6637,0.8825,0.1423,49.15
medium,13,zomato,203.53,1400.86,48,SW_monsoon,0.5186,0.6762,0.85,0.0921,51.35
medium,15,swiggy,282.37,1861.84,20,NE_monsoon,0.4058,0.5353,0.85,0.0915,52.22
low,4,swiggy,288.87,1638.0,51,heat,0.5237,0.8537,0.85,0.0408,49.0
high,11,swiggy,318.98,2528.41,15,SW_monsoon,0.4152,0.7066,0.8512,0.1868,49.0
medium,11,zomato,285.48,1911.99,41,dry_season,0.3559,0.6736,0.85,0.1797,55.14
medium,13,zomato,265.55,1771.06,27,NE_monsoon,0.304,0.9335,0.85,0.1036,49.0
low,17,swiggy,294.07,1858.44,39,NE_monsoon,0.6178,0.642,0.85,0.1234,49.0
medium,5,swiggy,322.06,2066.58,13,SW_monsoon,0.2908,0.8537,0.8857,0.0918,51.51
high,1,swiggy,271.39,2044.28,1,heat,0.7785,0.6375,0.9806,0.1425,49.0
medium,5,swiggy,194.42,1236.0,2,dry_season,0.2781,0.6563,0.976,0.1201,49.0
medium,2,zomato,155.97,1045.71,24,SW_monsoon,0.1439,0.7779,0.85,0.1683,49.0
low,5,swiggy,248.08,1398.21,52,dry_season,0.9331,0.5441,0.85,0.0998,49.0
low,8,swiggy,219.73,1343.52,13,heat,0.1924,0.8543,0.8808,0.0792,49.75
medium,16,zomato,355.64,2375.3,4,NE_monsoon,0.3306,0.4101,0.9378,0.1027,49.0
low,3,zomato,267.19,1371.06,24,SW_monsoon,0.7218,0.8396,0.85,0.1362,54.54
medium,15,zomato,326.67,2208.33,32,NE_monsoon,0.7415,0.598,0.85,0.0971,49.0
medium,6,zomato,431.18,2747.8,5,SW_monsoon,0.7485,0.6913,0.9372,0.101,52.89
high,6,zomato,265.54,1554.21,11,NE_monsoon,0.6342,0.7017,0.9066,0.2001,49.0
low,2,zomato,245.09,1365.76,19,NE_monsoon,0.4237,0.5917,0.85,0.0599,49.34
medium,11,swiggy,271.91,1762.05,32,heat,0.457,0.6499,0.85,0.1336,49.0
medium,8,zomato,251.04,1834.98,7,NE_monsoon,0.1557,0.6393,0.9288,0.1113,49.25
low,6,swiggy,310.94,1588.23,1,SW_monsoon,0.2622,0.6838,0.9709,0.0563,49.0
low,19,zomato,237.46,1442.81,8,heat,0.4898,0.6676,0.9172,0.049,49.94
low,13,zomato,248.38,1439.57,13,NE_monsoon,0.3625,0.7033,0.8633,0.0952,49.0
high,5,zomato,240.27,1660.31,10,NE_monsoon,0.1036,0.5642,0.915,0.1268,51.44
low,6,zomato,240.36,1380.52,5,NE_monsoon,0.3929,0.6552,0.9548,0.1116,49.22
medium,18,zomato,261.37,1589.91,20,dry_season,0.1639,0.7743,0.85,0.1206,49.0
medium,13,zomato,336.13,1885.15,21,SW_monsoon,0.4375,0.9687,0.85,0.148,49.0
high,11,zomato,226.01,1449.39,40,heat,0.8613,0.7557,0.85,0.168,50.51
medium,19,swiggy,298.75,1757.19,11,dry_season,0.2515,0.8824,0.9058,0.0564,49.85
medium,5,zomato,314.83,1983.31,19,heat,0.4864,0.615,0.85,0.0726,50.61
high,20,zomato,232.19,1716.16,35,SW_monsoon,0.2694,1.0,0.85,0.1179,53.35
low,19,zomato,393.96,2000.7,19,dry_season,0.6545,1.0,0.85,0.0584,50.54
medium,6,zomato,389.59,2869.01,20,NE_monsoon,0.2468,0.6371,0.85,0.0863,49.0
high,20,zomato,273.12,1832.02,19,SW_monsoon,0.1955,0.7365,0.85,0.185,49.0
low,3,swiggy,343.71,1742.22,49,NE_monsoon,0.4839,0.7451,0.85,0.077,49.0
medium,3,swiggy,318.06,2164.32,43,dry_season,0.653,0.7478,0.85,0.1327,49.18
high,13,zomato,230.73,1763.81,7,dry_season,0.5983,0.5072,0.9322,0.1453,49.0
high,1,zomato,333.16,2301.14,39,NE_monsoon,0.5093,0.5588,0.85,0.1825,49.21
high,11,zomato,327.83,2379.21,17,NE_monsoon,0.7381,0.9041,0.8545,0.1943,49.52
low,1,swiggy,235.74,1401.47,49,NE_monsoon,0.3298,0.823,0.85,0.1388,50.99
high,1,zomato,205.96,1502.89,24,heat,0.145,0.3944,0.85,0.1969,49.0
medium,14,zomato,292.53,1676.03,45,NE_monsoon,0.4663,0.8236,0.85,0.155,51.58
medium,3,zomato,310.94,2220.38,36,SW_monsoon,0.11,0.9359,0.85,0.1113,52.84
low,3,zomato,300.47,1664.84,44,heat,0.381,0.6062,0.85,0.1092,49.68
high,13,swiggy,220.36,1624.21,21,NE_monsoon,0.4076,0.7777,0.85,0.2339,49.46
medium,4,zomato,257.87,1648.73,20,dry_season,0.462,0.9206,0.85,0.1409,50.94
medium,5,swiggy,320.6,1852.02,16,SW_monsoon,0.457,0.929,0.8642,0.0819,49.0
high,19,zomato,248.92,1632.64,6,NE_monsoon,0.1591,0.7232,0.9296,0.2574,49.0
high,3,swiggy,328.52,2094.27,18,NE_monsoon,0.721,0.5587,0.85,0.2368,49.57
high,1,zomato,256.09,1708.51,47,SW_monsoon,0.3571,0.7407,0.85,0.1583,49.0
high,16,zomato,285.89,1895.61,44,SW_monsoon,0.2537,0.6414,0.85,0.1533,49.0
high,9,swiggy,304.42,2014.14,16,NE_monsoon,0.3251,0.7197,0.865,0.2206,49.0
medium,16,swiggy,219.81,1661.38,44,SW_monsoon,0.1401,0.7713,0.85,0.1272,52.42
medium,12,zomato,289.59,1887.23,24,dry_season,0.0681,0.5819,0.85,0.1603,49.0
low,15,zomato,257.28,1661.79,16,dry_season,0.2571,0.5529,0.85,0.0978,50.86
high,1,zomato,368.93,2355.21,36,dry_season,0.3584,0.7646,0.85,0.146,50.93
medium,19,zomato,185.93,1232.57,47,NE_monsoon,0.6913,0.8214,0.85,0.1552,49.0
high,2,swiggy,278.35,1776.27,34,NE_monsoon,0.4162,0.6195,0.85,0.143,49.0
high,2,zomato,253.49,1784.94,15,SW_monsoon,0.4746,0.6799,0.8529,0.1379,50.47
low,17,zomato,283.99,1774.89,24,heat,0.228,0.7936,0.85,0.0013,50.46
medium,18,zomato,311.11,2210.03,26,NE_monsoon,0.3737,0.8207,0.85,0.0868,49.0
high,2,zomato,234.47,1417.73,42,NE_monsoon,0.1419,0.8109,0.85,0.1565,49.0
low,19,zomato,283.16,1798.46,15,dry_season,0.4025,0.6364,0.862,0.0324,52.0
medium,9,zomato,264.31,1598.13,51,heat,0.564,0.8524,0.85,0.0867,49.0
medium,17,zomato,250.62,1604.0,11,SW_monsoon,0.3938,0.6948,0.8839,0.1173,54.45
high,12,zomato,336.95,2367.32,24,SW_monsoon,0.6468,1.0,0.85,0.1648,49.0
medium,20,swiggy,304.74,2021.29,37,SW_monsoon,0.4322,0.6049,0.85,0.1446,49.0
high,4,zomato,190.31,1281.76,48,NE_monsoon,0.2395,0.6133,0.85,0.1588,49.0
medium,18,zomato,331.33,2501.78,3,heat,0.2106,0.7446,0.9531,0.133,49.66
medium,19,zomato,300.56,1950.05,45,SW_monsoon,0.5209,0.9152,0.85,0.1471,49.65
medium,2,zomato,324.77,2375.24,35,dry_season,0.4941,0.8753,0.85,0.0817,51.42
medium,1,swiggy,248.22,1556.83,26,heat,0.4361,0.6654,0.85,0.0927,49.0
high,12,zomato,353.43,2262.19,2,NE_monsoon,0.3283,0.6793,0.9828,0.2434,50.02
medium,4,swiggy,307.79,1836.61,4,NE_monsoon,0.1694,0.9066,0.9516,0.1361,50.35
low,5,zomato,273.76,1741.86,32,NE_monsoon,0.3721,0.8646,0.85,0.0458,49.0
medium,18,zomato,351.63,2565.65,1,heat,0.3216,0.5971,0.9835,0.1324,49.97
high,11,zomato,238.11,1615.5,10,dry_season,0.2485,0.48,0.904,0.2132,52.12
medium,16,zomato,323.85,2297.98,36,SW_monsoon,0.0903,0.2365,0.85,0.1488,49.0
low,12,zomato,283.99,1728.94,14,NE_monsoon,0.2434,0.53,0.859,0.0533,49.0
low,15,zomato,240.88,1384.08,16,heat,0.4254,0.6131,0.8528,0.0731,54.13
medium,9,swiggy,278.01,1695.8,37,SW_monsoon,0.1156,0.7727,0.85,0.1623,50.07
medium,17,zomato,209.89,1262.21,37,SW_monsoon,0.2418,0.7159,0.85,0.171,51.21
low,12,zomato,229.49,1473.3,49,dry_season,0.373,0.735,0.85,0.0837,49.0
low,20,zomato,299.48,1509.94,34,NE_monsoon,0.2136,0.7481,0.85,0.1004,49.0
medium,2,swiggy,272.39,1698.71,3,NE_monsoon,0.6384,0.7996,0.9737,0.1032,52.58
high,20,swiggy,267.94,1936.21,46,SW_monsoon,0.6488,0.8742,0.85,0.1991,49.0
high,14,swiggy,295.84,2231.69,30,dry_season,0.3303,0.4679,0.85,0.2185,50.32
medium,1,zomato,304.44,1977.85,7,SW_monsoon,0.6142,0.7805,0.9299,0.1257,49.0
low,11,swiggy,265.26,1773.79,40,heat,0.6618,0.9919,0.85,0.0284,51.16
medium,12,zomato,234.16,1409.15,21,NE_monsoon,0.7294,0.7897,0.85,0.1339,49.03
low,19,zomato,307.03,1781.45,28,SW_monsoon,0.195,0.6571,0.85,0.0317,50.03
medium,3,zomato,218.29,1603.59,48,SW_monsoon,0.6381,0.4165,0.85,0.1046,49.96
low,19,swiggy,341.14,1937.43,1,SW_monsoon,0.7311,0.691,0.9818,0.0829,53.69
high,14,zomato,404.46,2805.56,21,NE_monsoon,0.0852,0.8098,0.85,0.1924,51.86
low,10,zomato,248.96,1321.59,32,dry_season,0.295,0.8731,0.85,0.0061,49.0
medium,16,zomato,208.43,1362.58,22,dry_season,0.7456,1.0,0.85,0.1111,49.0
medium,1,swiggy,211.08,1250.6,20,dry_season,0.4241,0.584,0.85,0.1416,50.77
low,6,swiggy,260.54,1614.11,4,dry_season,0.6022,0.7273,0.9624,0.0539,49.56
high,15,zomato,193.06,1276.42,23,NE_monsoon,0.3651,1.0,0.85,0.2217,49.0
high,15,swiggy,281.42,1905.0,47,dry_season,0.6829,0.678,0.85,0.194,49.0
high,1,zomato,325.5,2080.15,2,dry_season,0.125,0.6318,0.9555,0.2278,50.08
low,4,swiggy,293.54,1545.22,11,NE_monsoon,0.5802,0.5857,0.8791,0.1049,49.0
low,6,swiggy,185.25,968.65,13,SW_monsoon,0.4038,0.7256,0.8736,0.1047,52.39
medium,3,zomato,415.87,2653.23,26,NE_monsoon,0.566,0.7926,0.85,0.1381,49.0
high,13,swiggy,419.85,2781.03,36,NE_monsoon,0.3806,0.8055,0.85,0.2019,49.0
medium,16,zomato,90.13,483.84,44,SW_monsoon,0.444,0.8883,0.85,0.0743,49.0
high,16,zomato,174.86,1006.69,38,NE_monsoon,0.1568,0.5074,0.85,0.1668,52.46
medium,4,zomato,288.53,1845.37,17,dry_season,0.5604,0.4898,0.85,0.0466,49.0
high,3,zomato,381.34,3073.92,18,NE_monsoon,0.5382,0.6981,0.85,0.1774,49.0
medium,20,zomato,250.38,1514.22,32,dry_season,0.67,0.7374,0.85,0.1548,49.18
high,15,zomato,234.02,1615.51,6,SW_monsoon,0.4332,0.7485,0.931,0.1765,49.0
low,15,swiggy,303.75,1755.62,15,NE_monsoon,0.6177,0.7529,0.8503,0.1067,49.0
low,19,swiggy,363.37,2115.49,41,NE_monsoon,0.499,0.7554,0.85,0.07,49.0
high,16,zomato,190.52,1561.56,40,NE_monsoon,0.3056,0.7711,0.85,0.2141,51.36
medium,2,swiggy,207.37,1229.22,40,NE_monsoon,0.5884,0.6971,0.85,0.1246,50.13
low,19,zomato,345.3,1974.74,8,SW_monsoon,0.2689,0.8139,0.9228,0.0897,49.0
low,7,swiggy,286.65,1807.0,13,dry_season,0.6442,0.8567,0.8905,0.0881,51.29
high,16,swiggy,288.05,1939.7,17,SW_monsoon,0.6527,0.586,0.85,0.1834,49.0
medium,20,zomato,353.67,2331.1,49,NE_monsoon,0.3835,0.5606,0.85,0.1505,49.0
medium,12,zomato,320.9,2095.62,11,NE_monsoon,0.5794,0.5522,0.896,0.0919,50.42
low,14,zomato,191.84,1143.34,39,NE_monsoon,0.6458,0.7556,0.85,0.1376,50.24
low,13,swiggy,287.65,1761.85,22,NE_monsoon,0.4401,0.8325,0.85,0.0454,50.14
medium,4,swiggy,398.49,2513.29,39,NE_monsoon,0.3699,0.8583,0.85,0.1342,49.0
high,3,swiggy,279.5,1962.66,25,SW_monsoon,0.4713,0.6721,0.85,0.1377,50.64
medium,6,swiggy,359.84,2150.48,8,NE_monsoon,0.6367,0.6763,0.9319,0.053,49.0
high,3,zomato,233.25,1884.91,22,dry_season,0.1673,0.9709,0.85,0.1728,49.76
low,2,swiggy,287.12,1748.22,30,NE_monsoon,0.4518,0.6079,0.85,0.0995,49.69
high,1,zomato,314.23,2137.55,52,NE_monsoon,0.272,0.8081,0.85,0.1417,49.0
medium,10,swiggy,305.18,1977.81,2,dry_season,0.6943,0.7776,0.9648,0.1096,49.0
medium,1,zomato,232.06,1496.62,5,SW_monsoon,0.2033,0.7558,0.9471,0.1329,51.09
medium,14,swiggy,171.2,1002.71,22,heat,0.1465,0.6329,0.85,0.1803,50.48
high,15,zomato,288.96,1800.37,9,NE_monsoon,0.2772,0.7268,0.9127,0.147,49.0
low,3,zomato,271.73,1544.2,40,NE_monsoon,0.1236,0.5154,0.85,0.1177,52.64
high,9,zomato,224.78,1309.09,1,heat,0.5617,0.7774,0.9881,0.1841,49.0
low,4,zomato,236.44,1401.63,50,NE_monsoon,0.3935,0.3064,0.85,0.0989,49.0
low,19,zomato,225.38,1531.34,47,SW_monsoon,0.4368,0.9019,0.85,0.0882,52.22
low,14,zomato,289.06,1579.96,24,dry_season,0.6933,0.6976,0.85,0.0535,50.94
low,4,zomato,304.44,1856.06,35,NE_monsoon,0.2283,0.6668,0.85,0.0786,49.0
high,12,swiggy,297.42,2014.71,4,NE_monsoon,0.2198,0.6477,0.9407,0.1385,49.0
low,17,swiggy,296.61,1690.8,28,SW_monsoon,0.3864,0.8562,0.85,0.0651,49.0
high,10,zomato,421.85,3062.45,33,dry_season,0.3727,0.7323,0.85,0.1699,52.65
low,5,swiggy,312.32,1717.77,12,dry_season,0.2278,0.8233,0.8942,0.0778,49.0
medium,18,swiggy,383.19,2188.24,42,dry_season,0.5629,0.4742,0.85,0.0819,51.55
high,5,swiggy,306.21,2245.72,6,SW_monsoon,0.3923,0.773,0.9493,0.1016,49.0
medium,14,zomato,229.9,1531.74,12,NE_monsoon,0.4224,0.419,0.8711,0.1015,49.0
low,17,zomato,164.94,1014.03,7,NE_monsoon,0.5058,0.4954,0.9185,0.0597,50.35
medium,5,zomato,236.65,1615.02,21,dry_season,0.2948,0.6343,0.85,0.1208,49.11
low,18,zomato,423.34,2469.61,32,dry_season,0.308,0.6101,0.85,0.0937,49.0
medium,9,swiggy,369.65,2470.47,38,heat,0.6321,0.6794,0.85,0.1731,49.54
medium,1,zomato,337.08,2346.84,23,heat,0.2928,0.5412,0.85,0.1514,50.62
medium,13,swiggy,246.62,1565.58,35,NE_monsoon,0.2376,0.8388,0.85,0.1648,49.0
medium,10,swiggy,255.22,1617.15,2,heat,0.438,0.6059,0.9817,0.0693,52.73
medium,5,zomato,332.92,1844.72,27,heat,0.5455,0.6894,0.85,0.0858,49.89
high,2,zomato,180.74,1271.47,49,SW_monsoon,0.6548,0.7314,0.85,0.2164,49.0
high,7,zomato,336.12,2187.36,7,dry_season,0.5376,0.6684,0.9325,0.2246,54.03
high,15,swiggy,285.23,1959.98,18,dry_season,0.5452,0.7111,0.85,0.1979,50.68
low,18,swiggy,265.96,1563.56,29,heat,0.4237,0.8476,0.85,0.0623,49.02
low,7,swiggy,128.9,722.16,25,NE_monsoon,0.2428,0.685,0.85,0.0904,55.3
medium,20,zomato,246.38,1608.63,5,SW_monsoon,0.34,0.6251,0.941,0.1242,49.0
low,2,zomato,291.04,1702.51,34,NE_monsoon,0.1827,0.7346,0.85,0.1081,49.0
medium,5,zomato,338.2,1971.84,35,dry_season,0.5467,0.582,0.85,0.1183,49.0
medium,1,zomato,236.28,1436.95,1,dry_season,0.3041,0.5041,0.9877,0.1429,52.02
high,16,zomato,363.31,2419.89,39,NE_monsoon,0.4533,0.479,0.85,0.1259,49.0
medium,11,swiggy,328.52,2187.12,52,NE_monsoon,0.6332,0.9596,0.85,0.1169,50.34
low,13,zomato,315.82,1830.49,48,heat,0.6745,0.3124,0.85,0.0565,49.0
low,16,zomato,293.72,1613.76,41,heat,0.4537,0.7963,0.85,0.1381,49.0
low,12,zomato,206.91,1303.25,19,NE_monsoon,0.253,0.8474,0.85,0.0902,49.0
high,1,zomato,353.5,2445.02,33,SW_monsoon,0.5626,1.0,0.85,0.2146,51.95
low,13,swiggy,302.03,1696.23,26,heat,0.2896,0.5313,0.85,0.1143,51.04
high,5,zomato,318.0,2121.21,17,dry_season,0.3232,0.8337,0.85,0.1738,49.0
high,9,zomato,243.6,1643.07,2,NE_monsoon,0.6032,0.8585,0.9612,0.1683,49.67
high,20,zomato,328.85,2138.48,44,NE_monsoon,0.6319,0.7409,0.85,0.2203,49.0
low,17,swiggy,184.8,962.85,6,SW_monsoon,0.339,0.6661,0.9317,0.0665,49.0
low,7,swiggy,274.33,1446.05,3,heat,0.3374,0.551,0.9524,0.0738,49.0
medium,17,zomato,276.88,1894.43,52,heat,0.8118,0.751,0.85,0.064,49.0
medium,16,zomato,350.03,2013.51,41,SW_monsoon,0.317,0.8556,0.85,0.1236,49.2
high,1,zomato,312.44,2400.21,2,NE_monsoon,0.3177,0.5697,0.9608,0.1896,49.0
high,4,swiggy,308.78,2264.13,34,dry_season,0.3523,0.9131,0.85,0.174,49.0
high,4,zomato,262.66,1875.41,28,NE_monsoon,0.4486,0.7856,0.85,0.1936,51.32
medium,1,zomato,215.51,1392.83,26,heat,0.7134,0.604,0.85,0.149,49.14
medium,12,swiggy,254.09,1614.88,18,dry_season,0.4642,0.6405,0.85,0.1324,49.2
medium,12,swiggy,341.38,2287.0,51,dry_season,0.7014,0.4686,0.85,0.1103,49.0
medium,10,zomato,287.68,2096.15,4,SW_monsoon,0.1182,0.8554,0.9655,0.1201,49.0
low,10,swiggy,253.87,1616.51,38,NE_monsoon,0.5155,0.6029,0.85,0.0478,49.0
medium,14,zomato,311.7,1860.02,39,heat,0.4203,0.8003,0.85,0.0749,49.41
high,13,zomato,430.77,3153.27,26,NE_monsoon,0.6325,0.7868,0.85,0.1818,49.0
low,19,zomato,360.32,2064.76,28,SW_monsoon,0.6233,0.6037,0.85,0.0307,49.0
high,7,swiggy,296.16,1988.56,35,dry_season,0.4901,0.7012,0.85,0.1792,49.0
medium,7,swiggy,288.55,1958.94,36,dry_season,0.2572,0.8054,0.85,0.116,53.02
low,15,swiggy,297.73,1369.72,15,dry_season,0.6161,0.8304,0.8658,0.1134,49.0
medium,16,swiggy,267.59,1648.37,38,dry_season,0.3718,0.9725,0.85,0.1538,49.0
low,6,zomato,266.04,1888.05,48,dry_season,0.5581,0.6454,0.85,0.0971,52.27
low,2,zomato,228.17,1220.41,10,SW_monsoon,0.6324,0.8879,0.9115,0.0368,49.0
medium,1,swiggy,320.75,1944.3,37,NE_monsoon,0.5992,0.692,0.85,0.1516,49.0
high,2,swiggy,221.15,1609.58,47,NE_monsoon,0.2803,0.6817,0.85,0.1291,49.0
low,6,zomato,283.19,1557.0,23,heat,0.1857,0.884,0.85,0.098,49.69
high,6,swiggy,255.17,1831.6,21,NE_monsoon,0.6994,0.5047,0.85,0.1185,51.53
low,2,swiggy,233.89,1351.95,34,SW_monsoon,0.132,0.7098,0.85,0.093,49.97
high,20,zomato,396.72,2974.39,8,SW_monsoon,0.5116,0.7502,0.9068,0.1469,50.49
medium,19,zomato,253.56,1564.46,48,heat,0.4205,0.7728,0.85,0.0622,54.02
high,18,swiggy,402.59,2924.74,8,NE_monsoon,0.2808,0.667,0.9233,0.1573,49.0
medium,2,zomato,258.0,1870.91,48,heat,0.466,0.7344,0.85,0.1559,49.0
low,15,zomato,121.74,691.81,29,NE_monsoon,0.4618,0.8723,0.85,0.0728,49.0
medium,6,zomato,239.49,1539.76,17,SW_monsoon,0.6888,0.8844,0.85,0.1358,51.97
high,11,zomato,276.26,2012.61,35,dry_season,0.5501,0.6553,0.85,0.1491,49.0
high,14,zomato,316.77,2193.31,31,SW_monsoon,0.2513,0.7007,0.85,0.1857,49.0
low,1,swiggy,281.58,1545.05,45,NE_monsoon,0.4149,0.5672,0.85,0.053,49.0
medium,16,zomato,292.61,1868.52,13,heat,0.1937,0.6833,0.8855,0.1664,49.69
medium,12,zomato,341.04,2093.19,52,heat,0.2709,0.6736,0.85,0.0982,50.15
high,5,swiggy,347.15,2345.59,48,SW_monsoon,0.357,0.6506,0.85,0.1976,49.58
low,7,zomato,243.9,1502.01,22,NE_monsoon,0.7629,0.6627,0.85,0.0673,50.43
low,11,zomato,306.47,1821.68,18,heat,0.1335,0.6081,0.85,0.0407,49.37
high,7,swiggy,316.31,2410.62,46,dry_season,0.2909,0.6258,0.85,0.1735,49.0
medium,2,swiggy,320.3,2431.75,31,NE_monsoon,0.4456,0.8642,0.85,0.1372,49.23
high,6,zomato,277.18,2009.31,33,heat,0.6661,0.5431,0.85,0.2114,49.8
high,11,zomato,264.12,1626.49,52,dry_season,0.4978,0.6802,0.85,0.1495,52.93
high,14,zomato,294.88,2083.84,28,dry_season,0.2836,0.4482,0.85,0.1518,49.0
high,14,zomato,253.75,1920.27,3,dry_season,0.5474,0.5978,0.9647,0.1897,51.26
medium,2,zomato,266.74,1865.47,10,NE_monsoon,0.5158,0.4073,0.8869,0.1142,50.32
medium,18,zomato,328.83,2114.18,24,dry_season,0.6248,0.8124,0.85,0.1343,49.66
high,11,zomato,375.51,2510.71,22,NE_monsoon,0.4544,0.8878,0.85,0.1734,49.0
medium,9,zomato,251.17,1539.58,26,NE_monsoon,0.2205,0.4764,0.85,0.1188,52.02
medium,16,zomato,327.86,2113.55,6,NE_monsoon,0.2137,0.6388,0.9393,0.1467,49.84
high,20,swiggy,388.27,2525.07,19,heat,0.0827,0.9148,0.85,0.1031,56.37
low,2,zomato,265.78,1412.4,46,NE_monsoon,0.4397,0.7336,0.85,0.0669,49.0
low,5,zomato,366.29,2324.59,32,dry_season,0.7225,0.8177,0.85,0.0653,49.0
medium,3,zomato,258.8,1520.06,48,NE_monsoon,0.5617,0.8273,0.85,0.0898,51.48
high,6,zomato,273.79,1861.43,11,NE_monsoon,0.3461,0.8984,0.8876,0.1877,49.0
low,5,swiggy,362.97,2136.19,51,SW_monsoon,0.4969,0.6177,0.85,0.1232,49.0
medium,2,swiggy,272.75,2016.28,41,heat,0.6426,0.6242,0.85,0.0773,49.0
medium,20,swiggy,214.6,1493.32,15,NE_monsoon,0.7271,0.8229,0.8662,0.1399,51.42
high,9,zomato,246.77,1755.12,28,dry_season,0.328,0.4417,0.85,0.1637,49.0
medium,14,swiggy,287.46,1808.93,48,SW_monsoon,0.8301,0.7088,0.85,0.0848,49.0
medium,9,zomato,303.3,2198.41,35,NE_monsoon,0.4963,0.7968,0.85,0.1322,50.41
medium,11,swiggy,275.57,1682.51,50,dry_season,0.8506,0.8887,0.85,0.1083,51.84
low,16,zomato,330.37,1868.3,23,NE_monsoon,0.7736,0.8018,0.85,0.1127,53.96
high,18,zomato,179.79,1269.46,6,NE_monsoon,0.7838,0.7768,0.9243,0.2023,52.47
medium,13,swiggy,385.91,2483.85,48,heat,0.4075,0.8965,0.85,0.16,51.36
low,12,swiggy,220.38,1367.86,51,NE_monsoon,0.4482,0.5988,0.85,0.0283,49.74
high,13,zomato,264.4,1902.41,24,SW_monsoon,0.1397,0.853,0.85,0.1874,50.96
high,6,zomato,247.97,1825.43,13,dry_season,0.4929,0.7539,0.8909,0.1651,49.0
medium,11,zomato,232.65,1436.88,31,NE_monsoon,0.1526,0.9054,0.85,0.1702,49.0
low,5,swiggy,288.81,1757.07,51,heat,0.5428,0.5142,0.85,0.0639,49.0
high,17,swiggy,181.87,1256.97,5,SW_monsoon,0.2922,0.7965,0.9561,0.1535,51.83
low,19,zomato,130.67,832.49,16,SW_monsoon,0.5497,0.7045,0.8587,0.0442,51.18
low,16,zomato,247.46,1406.13,4,heat,0.5763,1.0,0.9542,0.0854,49.0
low,15,zomato,236.92,1227.2,27,NE_monsoon,0.2218,0.9918,0.85,0.0734,50.95
high,17,swiggy,344.02,2446.66,46,NE_monsoon,0.6745,0.6916,0.85,0.2061,49.24
low,9,zomato,166.89,980.57,39,SW_monsoon,0.4671,0.4717,0.85,0.072,49.0
high,19,swiggy,275.92,1865.08,27,NE_monsoon,0.3657,0.4199,0.85,0.1393,49.0
high,18,swiggy,348.62,2167.55,8,SW_monsoon,0.712,0.7722,0.9183,0.1075,51.42
high,11,swiggy,357.61,2318.83,16,heat,0.6287,0.5878,0.85,0.2077,49.0
low,5,swiggy,326.52,1816.94,25,dry_season,0.1638,0.5869,0.85,0.0687,49.78
low,17,zomato,196.65,1101.41,34,dry_season,0.4233,0.697,0.85,0.0441,50.12
medium,19,swiggy,229.5,1282.24,42,SW_monsoon,0.1301,0.6145,0.85,0.1671,49.0
low,13,zomato,343.77,2103.72,1,NE_monsoon,0.4443,0.6109,0.9758,0.0944,49.0
medium,13,zomato,222.54,1561.8,18,dry_season,0.3701,0.8372,0.85,0.1068,52.55
high,7,zomato,335.23,2294.92,46,SW_monsoon,0.6728,0.8602,0.85,0.2022,49.0
low,9,swiggy,316.1,1751.54,29,NE_monsoon,0.2684,0.635,0.85,0.0876,51.03
medium,20,zomato,293.0,1944.19,52,NE_monsoon,0.2747,0.4689,0.85,0.1395,49.08
low,17,zomato,331.0,2002.33,26,NE_monsoon,0.2383,0.7886,0.85,0.0774,49.95
medium,2,swiggy,351.45,2358.47,33,NE_monsoon,0.2114,0.7413,0.85,0.1037,49.81
